title	plot
Scholasticism	"Scholasticism is a method of critical thought which dominated teaching by the academics (""scholastics,"" or ""schoolmen"") of medieval universities in Europe from about 1100 to 1700, and a program of employing that method in articulating and defending dogma in an increasingly pluralistic context. It originated as an outgrowth of, and a departure from, Christian monastic schools at the earliest European universities. The first institutions in the West to be considered universities were established in Italy, France, Spain, and England in the late 11th and the 12th centuries for the study of arts, law, medicine, and theology, such as Schola Medica Salernitana, the University of Bologna, and the University of Paris. It is difficult to define the date at which they became true universities, although the lists of studia generalia for higher education in Europe held by the Catholic Church and its various religious orders are a useful guide.
Not so much a philosophy or a theology as a method of learning, scholasticism places a strong emphasis on dialectical reasoning to extend knowledge by inference, and to resolve contradictions. Scholastic thought is also known for rigorous conceptual analysis and the careful drawing of distinctions. In the classroom and in writing, it often takes the form of explicit disputation: a topic drawn from the tradition is broached in the form of a question, opponents' responses are given, a counterproposal is argued and opponent's arguments rebutted. Because of its emphasis on rigorous dialectical method, scholasticism was eventually applied to many other fields of study.
As a program, scholasticism began as an attempt at harmonization on the part of medieval Christian thinkers: to harmonize the various authorities of their own tradition, and to reconcile Christian theology with classical and late antiquity philosophy, especially that of Aristotle but also of Neoplatonism. (See also Christian apologetics.)
Some of the main figures of scholasticism include Anselm of Canterbury, Peter Abelard, Alexander of Hales, Albertus Magnus, Duns Scotus, William of Ockham, Bonaventure, and Thomas Aquinas. Aquinas's masterwork Summa Theologica, considered to be the pinnacle of scholastic, medieval, and Christian philosophy, began while Aquinas was regent master at the studium provinciale of Santa Sabina in Rome, the forerunner of the Pontifical University of Saint Thomas Aquinas, Angelicum. Important work in the scholastic tradition has been carried on well past Aquinas's time, for instance by Francisco Suárez and Luis de Molina, and also among Lutheran and Reformed thinkers."
Science & Vie	"Science & Vie (French pronunciation: ​[sjɑ̃seˈvi]; French for Science and Life) is a monthly science magazine issued in France since 1913 when its name was La Science et la Vie. In 1982, a spinoff computer magazine, Science & Vie Micro (SVM) was launched. The first magazine was published at the end of 1983 and was such a success that the number of copies were insufficient on the market. Another spinoff for teenagers, Science & Vie Junior was started in 1986. It was first published by Excelsior Publications until the latter was bought by Emap Plc in 2003. Since 2006, it is published by Mondadori France.
Science & Vie was divided in three sections, Science (Sciences), Technologie (Technology), Vie Pratique (Daily life). While the Science section reported on recent scientific progress, the Technology section would report on recent technical advances. Science & Vie covered technical advances in industry, but also in military technology. In particular, it featured articles on explosives, firearms, chemical weapons and nuclear weapons. The Vie Pratique section was concerned with technology in daily life. It included articles on photography, personal computers, video recording equipment or television. Besides these three sections, Science & Vie contained a section on amateur electronics by Henri-Pierre Penel, a section on amateur astronomy La Calculette de l'Astronome, and two sections on computer programming in BASIC, one on video games (first for the Sinclair ZX 81, and then the ZX Spectrum) and another of elementary numerical analysis, Le Micro de l'Ingénieur (with listings for the Apple II). This made Science & Vie a more popular magazine (both in terms of circulation and in terms of the level of education of its readers) than La Recherche or Pour la Science which are only concerned with science, or Industries & Techniques which only deals with applications of technology in industry.
Another important distinctive feature of Science & Vie was its willingness to tackle the issue of pseudoscience. The magazine was very critical of astrology, homeopathy, and pseudoscience. With the help of magician Gérard Majax, it has exposed the tricks used by Uri Geller to bend spoons and make small objects fly. In 1989, it strongly criticized the claims of Jacques Benveniste of having observed water memory. The magazine also uncovered the fabrication of the autopsy of an alien body supposedly discovered in Roswell, New Mexico. The magazine was also very supportive of Henri Broch's debunking of paranormal claims. In general, articles on paranormal topics were marked as Blurgs, an acronym for Balivernes lamentables à l'usage réservé des gogos (deplorable nonsense to be used only by the gullible). Since being bought by Mondadori, the magazine has adopted a less skeptical line.
In 2010 the circulation of Science & Vie was 281,000 copies."
Scientific creationism	"Creation science or scientific creationism is a branch of creationism that attempts to provide scientific support for the creation myth in the Book of Genesis and disprove or reinterpret the scientific facts, theories and scientific paradigms about geology, cosmology, biological evolution, archeology, history, and even linguistics.
The overwhelming consensus of the scientific community is that creation science is a religious, not a scientific view. It fails to qualify as a science because it lacks empirical support, supplies no tentative hypotheses, and resolves to describe natural history in terms of scientifically untestable supernatural causes. Creation science is a pseudoscientific attempt to map the Bible into scientific facts, and is viewed by professional biologists as unscholarly and, even, as a dishonest and misguided sham, with extremely harmful educational consequences.
Creation science began in the 1960s as a fundamentalist Christian effort in the United States to prove Biblical inerrancy and nullify the scientific evidence for evolution. It has since developed a sizable religious following in the United States, with creation science ministries branching worldwide. The main ideas in creation science are: the belief in ""creation ex nihilo"" (Latin: out of nothing); the conviction that the Earth was created within the last 6,000–10,000 years; the belief that mankind and other life on Earth were created as distinct fixed ""baraminological"" kinds; and the idea that fossils found in geological strata were deposited during a cataclysmic flood which completely covered the entire Earth. As a result, creation science also challenges the commonly accepted geologic and astrophysical theories for the age and origins of the Earth and Universe, which creationists acknowledge are irreconcilable to the account in the Book of Genesis. Creation science proponents often refer to the theory of evolution as ""Darwinism"" or as ""Darwinian evolution.""
The creation science texts and curricula that first emerged in the 1960s focused upon concepts derived from a literal interpretation of the Bible and were overtly religious in nature, most notably linking Noah's flood in the Biblical Genesis account to the geological and fossil record in a system termed flood geology. These works attracted little notice beyond the schools and congregations of conservative fundamental and Evangelical Christians until the 1970s when its followers challenged the teaching of evolution in the public schools and other venues in the United States, bringing it to the attention of the public-at-large and the scientific community. Many school boards and lawmakers were persuaded to include the teaching of creation science alongside evolution in the science curriculum. Creation science texts and curricula used in churches and Christian schools were revised to eliminate their Biblical and theological references, and less explicitly sectarian versions of creation science education were introduced in public schools in Louisiana, Arkansas, and other regions in the United States.
The 1982 ruling in McLean v. Arkansas found that creation science fails to meet the essential characteristics of science and that its chief intent is to advance a particular religious view. The teaching of creation science in public schools in the United States effectively ended in 1987 following the United States Supreme Court decision in Edwards v. Aguillard. The court affirmed that a statute requiring the teaching of creation science alongside evolution when evolution is taught in Louisiana public schools was unconstitutional because its sole true purpose was to advance a particular religious belief. In response to this ruling, drafts of the creation science school textbook Of Pandas and People were edited to change references of creation to intelligent design before its publication in 1989. The intelligent design movement promoted this version, then teaching intelligent design in public school science classes was found to be unconstitutional in the 2005 Kitzmiller v. Dover Area School District federal court case."
Scientific journal	"In academic publishing, a scientific journal is a periodical publication intended to further the progress of science, usually by reporting new research. There are thousands of scientific journals in publication, and many more have been published at various points in the past (see list of scientific journals). Most journals are highly specialized, although some of the oldest journals such as Nature publish articles and scientific papers across a wide range of scientific fields. Scientific journals contain articles that have been peer reviewed, in an attempt to ensure that articles meet the journal's standards of quality, and scientific validity. Although scientific journals are superficially similar to professional magazines, they are actually quite different. Issues of a scientific journal are rarely read casually, as one would read a magazine. The publication of the results of research is an essential part of the scientific method. If they are describing experiments or calculations, they must supply enough details that an independent researcher could repeat the experiment or calculation to verify the results. Each such journal article becomes part of the permanent scientific record.
The history of scientific journals dates from 1665, when the French Journal des sçavans and the English Philosophical Transactions of the Royal Society first began systematically publishing research results. Over a thousand, mostly ephemeral, were founded in the 18th century, and the number has increased rapidly after that.
Articles in scientific journals can be used in research and higher education. Scientific articles allow researchers to keep up to date with the developments of their field and direct their own research. An essential part of a scientific article is citation of earlier work. The impact of articles and journals is often assessed by counting citations (citation impact). Some classes are partially devoted to the explication of classic articles, and seminar classes can consist of the presentation by each student of a classic or current paper. Schoolbooks and textbooks have been written usually only on established topics, while the latest research and more obscure topics are only accessible through scientific articles. In a scientific research group or academic department it is usual for the content of current scientific journals to be discussed in journal clubs. Academic credentials for promotion into academic ranks are established in large part by the number and impact of scientific articles published, and many doctoral programs allow for thesis by publication, where the candidate is required to publish a certain number of scientific articles.
The standards that a journal uses to determine publication can vary widely. Some journals, such as Nature, Science, PNAS, and Physical Review Letters, have a reputation of publishing articles that mark a fundamental breakthrough in their respective fields. In many fields, an informal hierarchy of scientific journals exists; the most prestigious journal in a field tends to be the most selective in terms of the articles it will select for publication, and will also have the highest impact factor. It is also common for journals to have a regional focus, specializing in publishing papers from a particular country or other geographic region, like African Invertebrates.
Articles tend to be highly technical, representing the latest theoretical research and experimental results in the field of science covered by the journal. They are often incomprehensible to anyone except for researchers in the field and advanced students. In some subjects this is inevitable given the nature of the content. Usually, rigorous rules of scientific writing are enforced by the editors; however, these rules may vary from journal to journal, especially between journals from different publishers. Articles are usually either original articles reporting completely new results or reviews of current literature. There are also scientific publications that bridge the gap between articles and books by publishing thematic volumes of chapters from different authors."
Scientific method	"The scientific method is a body of techniques for investigating phenomena, acquiring new knowledge, or correcting and integrating previous knowledge. To be termed scientific, a method of inquiry is commonly based on empirical or measurable evidence subject to specific principles of reasoning. The Oxford English Dictionary defines the scientific method as ""a method or procedure that has characterized natural science since the 17th century, consisting in systematic observation, measurement, and experiment, and the formulation, testing, and modification of hypotheses.""
The scientific method is an ongoing process, which usually begins with observations about the natural world. Human beings are naturally inquisitive, so they often come up with questions about things they see or hear and often develop ideas (hypotheses) about why things are the way they are. The best hypotheses lead to predictions that can be tested in various ways, including making further observations about nature. In general, the strongest tests of hypotheses come from carefully controlled and replicated experiments that gather empirical data. Depending on how well the tests match the predictions, the original hypothesis may require refinement, alteration, expansion or even rejection. If a particular hypothesis becomes very well supported a general theory may be developed.
Although procedures vary from one field of inquiry to another, identifiable features are frequently shared in common between them. The overall process of the scientific method involves making conjectures (hypotheses), deriving predictions from them as logical consequences, and then carrying out experiments based on those predictions. A hypothesis is a conjecture, based on knowledge obtained while formulating the question. The hypothesis might be very specific or it might be broad. Scientists then test hypotheses by conducting experiments. Under modern interpretations, a scientific hypothesis must be falsifiable, implying that it is possible to identify a possible outcome of an experiment that conflicts with predictions deduced from the hypothesis; otherwise, the hypothesis cannot be meaningfully tested.
The purpose of an experiment is to determine whether observations agree with or conflict with the predictions derived from a hypothesis. Experiments can take place in a college lab, on a kitchen table, at CERN's Large Hadron Collider, at the bottom of an ocean, on Mars, and so on. There are difficulties in a formulaic statement of method, however. Though the scientific method is often presented as a fixed sequence of steps, it represents rather a set of general principles. Not all steps take place in every scientific inquiry (or to the same degree), and are not always in the same order."
Semiconductor device	"Semiconductor devices are electronic components that exploit the electronic properties of semiconductor materials, principally silicon, germanium, and gallium arsenide, as well as organic semiconductors. Semiconductor devices have replaced thermionic devices (vacuum tubes) in most applications. They use electronic conduction in the solid state as opposed to the gaseous state or thermionic emission in a high vacuum.
Semiconductor devices are manufactured both as single discrete devices and as integrated circuits (ICs), which consist of a number—from a few (as low as two) to billions—of devices manufactured and interconnected on a single semiconductor substrate, or wafer.
Semiconductor materials are useful because their behavior can be easily manipulated by the addition of impurities, known as doping. Semiconductor conductivity can be controlled by the introduction of an electric or magnetic field, by exposure to light or heat, or by the mechanical deformation of a doped monocrystalline grid; thus, semiconductors can make excellent sensors. Current conduction in a semiconductor occurs via mobile or ""free"" electrons and holes, collectively known as charge carriers. Doping a semiconductor such as silicon with a small amount of impurity atoms, such as phosphorus or boron, greatly increases the number of free electrons or holes within the semiconductor. When a doped semiconductor contains excess holes it is called ""p-type"", and when it contains excess free electrons it is known as ""n-type"", where p (positive for holes) or n (negative for electrons) is the sign of the charge of the majority mobile charge carriers. The semiconductor material used in devices is doped under highly controlled conditions in a fabrication facility, or fab, to control precisely the location and concentration of p- and n-type dopants. The junctions which form where n-type and p-type semiconductors join together are called p–n junctions."
Semiotics	"Semiotics (also called semiotic studies; not to be confused with the Saussurean tradition called semiology which is a part of semiotics) is the study of meaning-making, the study of sign processes and meaningful communication. This includes the study of signs and sign processes (semiosis), indication, designation, likeness, analogy, metaphor, symbolism, signification, and communication.
Semiotics is closely related to the field of linguistics, which, for its part, studies the structure and meaning of language more specifically. The semiotic tradition explores the study of signs and symbols as a significant part of communications. As different from linguistics, however, semiotics also studies non-linguistic sign systems. Semiotics is often divided into three branches:
Semantics: relation between signs and the things to which they refer; their signified denotata, or meaning
Syntactics: relations among or between signs in formal structures
Pragmatics: relation between signs and sign-using agents or interpreters
Semiotics is frequently seen as having important anthropological dimensions; for example, the late Italian semiotician and novelist Umberto Eco proposed that every cultural phenomenon may be studied as communication. Some semioticians focus on the logical dimensions of the science, however. They examine areas belonging also to the life sciences—such as how organisms make predictions about, and adapt to, their semiotic niche in the world (see semiosis). In general, semiotic theories take signs or sign systems as their object of study: the communication of information in living organisms is covered in biosemiotics (including zoosemiotics).
Syntactics is the branch of semiotics that deals with the formal properties of signs and symbols. More precisely, syntactics deals with the ""rules that govern how words are combined to form phrases and sentences"". Charles Morris adds that semantics deals with the relation of signs to their designata and the objects that they may or do denote; and, pragmatics deals with the biotic aspects of semiosis, that is, with all the psychological, biological, and sociological phenomena that occur in the functioning of signs."
Smallpox	"Smallpox was an infectious disease caused by either of two virus variants, Variola major and Variola minor. The disease is also known by the Latin names Variola or Variola vera, derived from varius (""spotted"") or varus (""pimple""). The disease was originally known in English as the ""pox"" or ""red plague""; the term ""smallpox"" was first used in Britain in the 15th century to distinguish variola from the ""great pox"" (syphilis). The last naturally occurring case of smallpox (Variola minor) was diagnosed on 26 October 1977.
Infection with smallpox is focused in small blood vessels of the skin and in the mouth and throat before disseminating. In the skin it results in a characteristic maculopapular rash and, later, raised fluid-filled blisters. V. major produced a more serious disease and had an overall mortality rate of 30–35 percent. V. minor caused a milder form of disease (also known as alastrim, cottonpox, milkpox, whitepox, and Cuban itch) which killed about 1 percent of its victims. Long-term complications of V. major infection included characteristic scars, commonly on the face, which occur in 65–85 percent of survivors. Blindness resulting from corneal ulceration and scarring, and limb deformities due to arthritis and osteomyelitis were less common complications, seen in about 2–5 percent of cases.
Smallpox is believed to have emerged in human populations about 10,000 BC. The earliest physical evidence of it is probably the pustular rash on the mummified body of Pharaoh Ramses V of Egypt. The disease killed an estimated 400,000 Europeans annually during the closing years of the 18th century (including five reigning monarchs), and was responsible for a third of all blindness. Of all those infected, 20–60 percent—and over 80 percent of infected children—died from the disease. Smallpox was responsible for an estimated 300–500 million deaths during the 20th century. As recently as 1967, the World Health Organization (WHO) estimated that 15 million people contracted the disease and that two million died in that year.
After vaccination campaigns throughout the 19th and 20th centuries, the WHO certified the global eradication of smallpox in 1979. Smallpox is one of two infectious diseases to have been eradicated, the other being rinderpest, which was declared eradicated in 2011."
Sociology	"Sociology is the study of social behavior or society, including its origins, development, organization, networks, and institutions. It is a social science that uses various methods of empirical investigation and critical analysis to develop a body of knowledge about social order, disorder, and change. Many sociologists aim to conduct research that may be applied directly to social policy and welfare, while others focus primarily on refining the theoretical understanding of social processes. Subject matter ranges from the micro level of individual agency and interaction to the macro level of systems and the social structure.
The traditional focuses of sociology include social stratification, social class, social mobility, religion, secularization, law, sexuality and deviance. As all spheres of human activity are affected by the interplay between social structure and individual agency, sociology has gradually expanded its focus to further subjects, such as health, medical, military and penal institutions, the Internet, education, and the role of social activity in the development of scientific knowledge.
The range of social scientific methods has also expanded. Social researchers draw upon a variety of qualitative and quantitative techniques. The linguistic and cultural turns of the mid-twentieth century led to increasingly interpretative, hermeneutic, and philosophic approaches towards the analysis of society. Conversely, the end of the 1990s and the beginning of 2000s have seen the rise of new analytically, mathematically and computationally rigorous techniques, such as agent-based modelling and social network analysis.
Social research informs politicians and policy makers, educators, planners, lawmakers, administrators, developers, business magnates, managers, social workers, non-governmental organizations, non-profit organizations, and people interested in resolving social issues in general. There is often a great deal of crossover between social research, market research, and other statistical fields."
Space race	"The Space Race was a 20th-century competition between two Cold War rivals, the Soviet Union (USSR) and the United States (US), for supremacy in spaceflight capability. It had its origins in the missile-based nuclear arms race between the two nations that occurred following World War II, enabled by captured German rocket technology and personnel. The technological superiority required for such supremacy was seen as necessary for national security, and symbolic of ideological superiority. The Space Race spawned pioneering efforts to launch artificial satellites, unmanned space probes of the Moon, Venus, and Mars, and human spaceflight in low Earth orbit and to the Moon. The competition began on August 2, 1955, when the Soviet Union responded to the US announcement four days earlier of intent to launch artificial satellites for the International Geophysical Year, by declaring they would also launch a satellite ""in the near future"". The Soviet Union beat the US to this, with the October 4, 1957 orbiting of Sputnik 1, and later beat the US to the first human in space, Yuri Gagarin, on April 12, 1961. The Space Race peaked with the July 20, 1969 US landing of the first humans on the Moon with Apollo 11. The USSR tried but failed manned lunar missions, and eventually cancelled them and concentrated on Earth orbital space stations. A period of détente followed with the April 1972 agreement on a co-operative Apollo–Soyuz Test Project, resulting in the July 1975 rendezvous in Earth orbit of a US astronaut crew with a Soviet cosmonaut crew.
The Space Race has left a legacy of Earth communications and weather satellites, and continuing human space presence on the International Space Station. It has also sparked increases in spending on education and research and development, which led to beneficial spin-off technologies."
Special relativity	"In physics, special relativity (SR, also known as the special theory of relativity or STR) is the generally accepted and experimentally well confirmed physical theory regarding the relationship between space and time. In Einstein's original pedagogical treatment, it is based on two postulates:
that the laws of physics are invariant (i.e. identical) in all inertial systems (non-accelerating frames of reference).
that the speed of light in a vacuum is the same for all observers, regardless of the motion of the light source.
It was originally proposed in 1905 by Albert Einstein in the paper ""On the Electrodynamics of Moving Bodies"". The inconsistency of Newtonian mechanics with Maxwell’s equations of electromagnetism and the lack of experimental confirmation for a hypothesized luminiferous aether led to the development of special relativity, which corrects mechanics to handle situations involving motions nearing the speed of light. As of today, special relativity is the most accurate model of motion at any speed. Even so, the Newtonian mechanics model is still useful (due to its simplicity and high accuracy) as an approximation at small velocities relative to the speed of light.
Special relativity implies a wide range of consequences, which have been experimentally verified, including length contraction, time dilation, relativistic mass, mass–energy equivalence, a universal speed limit and relativity of simultaneity. It has replaced the conventional notion of an absolute universal time with the notion of a time that is dependent on reference frame and spatial position. Rather than an invariant time interval between two events, there is an invariant spacetime interval. Combined with other laws of physics, the two postulates of special relativity predict the equivalence of mass and energy, as expressed in the mass–energy equivalence formula E = mc2, where c is the speed of light in a vacuum.
A defining feature of special relativity is the replacement of the Galilean transformations of Newtonian mechanics with the Lorentz transformations. Time and space cannot be defined separately from each other. Rather space and time are interwoven into a single continuum known as spacetime. Events that occur at the same time for one observer can occur at different times for another.
The theory is ""special"" in that it only applies in the special case where the curvature of spacetime due to gravity is negligible. In order to include gravity, Einstein formulated general relativity in 1915. Special relativity, contrary to some outdated descriptions, is capable of handling accelerated frames of reference.
As Galilean relativity is now considered an approximation of special relativity that is valid for low speeds, special relativity is considered an approximation of general relativity that is valid for weak gravitational fields, i.e. at a sufficiently small scale and in conditions of free fall. Whereas general relativity incorporates noneuclidean geometry in order to represent gravitational effects as the geometric curvature of spacetime, special relativity is restricted to the flat spacetime known as Minkowski space. A locally Lorentz-invariant frame that abides by special relativity can be defined at sufficiently small scales, even in curved spacetime.
Galileo Galilei had already postulated that there is no absolute and well-defined state of rest (no privileged reference frames), a principle now called Galileo's principle of relativity. Einstein extended this principle so that it accounted for the constant speed of light, a phenomenon that had been recently observed in the Michelson–Morley experiment. He also postulated that it holds for all the laws of physics, including both the laws of mechanics and of electrodynamics."
Species	"In biology, a species (abbreviated sp., with the plural form species abbreviated spp.) is one of the basic units of biological classification and a taxonomic rank. A species is often defined as the largest group of organisms in which two individuals are capable of reproducing fertile offspring, typically using sexual reproduction. While in many cases this definition is adequate, the difficulty of defining species is known as the species problem. For example, a species complex is a group of closely related species that are very similar in appearance to the point that the boundaries between them are often unclear. Differentiating measures include similarity of DNA, morphology, or ecological niche. Presence of specific locally adapted traits may further subdivide species into ""infraspecific taxa"" such as subspecies (and in botany other taxa are used, such as varieties, subvarieties, and formae).
Species hypothesized to have the same ancestors are placed in one genus, based on similarities. The similarity of species is judged based on comparison of physical attributes, and where available, their DNA sequences. All species are given a two-part name, a ""binomial name"", or just ""binomial"". The first part of a binomial is the generic name, the genus to which the species belongs. The second part is either called the specific name (a term used only in zoology) or the specific epithet (the term used in botany, which can also be used in zoology). For example, Boa constrictor is one of four species of the Boa genus. While the genus gets capitalized, the specific epithet does not. The binomial is written in italics when printed and underlined when handwritten.

A usable definition of the word ""species"" and reliable methods of identifying particular species are essential for stating and testing biological theories and for measuring biodiversity, though other taxonomic levels such as families may be considered in broad-scale studies. Extinct species known only from fossils are generally difficult to assign precise taxonomic rankings, which is why higher taxonomic levels such as families are often used for fossil-based studies.
The total number of non-bacterial and non-archaeal species in the world has been estimated at 8.7 million, with previous estimates ranging from two million to 100 million."
Star	"A star is a luminous sphere of plasma held together by its own gravity. The nearest star to Earth is the Sun. Other stars are visible to the naked eye from Earth during the night, appearing as a multitude of fixed luminous points in the sky due to their immense distance from Earth. Historically, the most prominent stars were grouped into constellations and asterisms, and the brightest stars gained proper names. Extensive catalogues of stars have been assembled by astronomers, which provide standardized star designations.
For at least a portion of its life, a star shines due to thermonuclear fusion of hydrogen into helium in its core, releasing energy that traverses the star's interior and then radiates into outer space. When the hydrogen in the core of a star is nearly exhausted, almost all naturally occurring elements heavier than helium are created by stellar nucleosynthesis during the star's lifetime and, for some stars, by supernova nucleosynthesis when it explodes. Near the end of its life, a star can also contain degenerate matter. Astronomers can determine the mass, age, metallicity (chemical composition), and many other properties of a star by observing its motion through space, luminosity, and spectrum respectively. The total mass of a star is the principal determinant of its evolution and eventual fate. Other characteristics of a star, including diameter and temperature, change over its life, while the star's environment affects its rotation and movement. A plot of the temperature of many stars against their luminosities, known as a Hertzsprung–Russell diagram (H–R diagram), allows the age and evolutionary state of a star to be determined.
A star's life begins with the gravitational collapse of a gaseous nebula of material composed primarily of hydrogen, along with helium and trace amounts of heavier elements. When the stellar core is sufficiently dense, hydrogen becomes steadily converted into helium through nuclear fusion, releasing energy in the process. The remainder of the star's interior carries energy away from the core through a combination of radiative and convective processes. The star's internal pressure prevents it from collapsing further under its own gravity. When the hydrogen fuel at the core is exhausted, a star with at least 0.4 times the mass of the Sun expands to become a red giant, in some cases fusing heavier elements at the core or in shells around the core. The star then evolves into a degenerate form, recycling a portion of its matter into the interstellar environment, where it will contribute to the formation of a new generation of stars with a higher proportion of heavy elements. Meanwhile, the core becomes a stellar remnant: a white dwarf, a neutron star, or (if it is sufficiently massive) a black hole.
Binary and multi-star systems consist of two or more stars that are gravitationally bound, and generally move around each other in stable orbits. When two such stars have a relatively close orbit, their gravitational interaction can have a significant impact on their evolution. Stars can form part of a much larger gravitationally bound structure, such as a star cluster or a galaxy."
Statistics	"Statistics is the study of the collection, analysis, interpretation, presentation, and organization of data. In applying statistics to, e.g., a scientific, industrial, or societal problem, it is conventional to begin with a statistical population or a statistical model process to be studied. Populations can be diverse topics such as ""all people living in a country"" or ""every atom composing a crystal"". Statistics deals with all aspects of data including the planning of data collection in terms of the design of surveys and experiments.
When census data cannot be collected, statisticians collect data by developing specific experiment designs and survey samples. Representative sampling assures that inferences and conclusions can safely extend from the sample to the population as a whole. An experimental study involves taking measurements of the system under study, manipulating the system, and then taking additional measurements using the same procedure to determine if the manipulation has modified the values of the measurements. In contrast, an observational study does not involve experimental manipulation.
Two main statistical methodologies are used in data analysis: descriptive statistics, which summarizes data from a sample using indexes such as the mean or standard deviation, and inferential statistics, which draws conclusions from data that are subject to random variation (e.g., observational errors, sampling variation). Descriptive statistics are most often concerned with two sets of properties of a distribution (sample or population): central tendency (or location) seeks to characterize the distribution's central or typical value, while dispersion (or variability) characterizes the extent to which members of the distribution depart from its center and each other. Inferences on mathematical statistics are made under the framework of probability theory, which deals with the analysis of random phenomena.
A standard statistical procedure involves the test of the relationship between two statistical data sets, or a data set and a synthetic data drawn from idealized model. An hypothesis is proposed for the statistical relationship between the two data sets, and this is compared as an alternative to an idealized null hypothesis of no relationship between two data sets. Rejecting or disproving the null hypothesis is done using statistical tests that quantify the sense in which the null can be proven false, given the data that are used in the test. Working from a null hypothesis, two basic forms of error are recognized: Type I errors (null hypothesis is falsely rejected giving a ""false positive"") and Type II errors (null hypothesis fails to be rejected and an actual difference between populations is missed giving a ""false negative""). Multiple problems have come to be associated with this framework: ranging from obtaining a sufficient sample size to specifying an adequate null hypothesis.
Measurement processes that generate statistical data are also subject to error. Many of these errors are classified as random (noise) or systematic (bias), but other types of errors (e.g., blunder, such as when an analyst reports incorrect units) can also be important. The presence of missing data and/or censoring may result in biased estimates and specific techniques have been developed to address these problems.
Statistics can be said to have begun in ancient civilization, going back at least to the 5th century BC, but it was not until the 18th century that it started to draw more heavily from calculus and probability theory. Statistics continues to be an area of active research, for example on the problem of how to analyze Big data."
String theory	"In physics, string theory is a theoretical framework in which the point-like particles of particle physics are replaced by one-dimensional objects called strings. It describes how these strings propagate through space and interact with each other. On distance scales larger than the string scale, a string looks just like an ordinary particle, with its mass, charge, and other properties determined by the vibrational state of the string. In string theory, one of the many vibrational states of the string corresponds to the graviton, a quantum mechanical particle that carries gravitational force. Thus string theory is a theory of quantum gravity.
String theory is a broad and varied subject that attempts to address a number of deep questions of fundamental physics. String theory has been applied to a variety of problems in black hole physics, early universe cosmology, nuclear physics, and condensed matter physics, and it has stimulated a number of major developments in pure mathematics. Because string theory potentially provides a unified description of gravity and particle physics, it is a candidate for a theory of everything, a self-contained mathematical model that describes all fundamental forces and forms of matter. Despite much work on these problems, it is not known to what extent string theory describes the real world or how much freedom the theory allows to choose the details.
String theory was first studied in the late 1960s as a theory of the strong nuclear force, before being abandoned in favor of quantum chromodynamics. Subsequently, it was realized that the very properties that made string theory unsuitable as a theory of nuclear physics made it a promising candidate for a quantum theory of gravity. The earliest version of string theory, bosonic string theory, incorporated only the class of particles known as bosons. It later developed into superstring theory, which posits a connection called supersymmetry between bosons and the class of particles called fermions. Five consistent versions of superstring theory were developed before it was conjectured in the mid-1990s that they were all different limiting cases of a single theory in eleven dimensions known as M-theory. In late 1997, theorists discovered an important relationship called the AdS/CFT correspondence, which relates string theory to another type of physical theory called a quantum field theory.
One of the challenges of string theory is that the full theory does not yet have a satisfactory definition in all circumstances. Another issue is that the theory is thought to describe an enormous landscape of possible universes, and this has complicated efforts to develop theories of particle physics based on string theory. These issues have led some in the community to criticize these approaches to physics and question the value of continued research on string theory unification."
Syriac language	"Syriac /ˈsɪriæk/ (ܠܫܢܐ ܣܘܪܝܝܐ Leššānā Suryāyā), also known as Syriac Aramaic, is a dialect of Middle Aramaic that was once spoken across much of the Fertile Crescent and Eastern Arabia. Having first appeared in the early first century AD in Edessa, classical Syriac became a major literary language throughout the Middle East from the 4th to the 8th centuries, the classical language of Edessa, preserved in a large body of Syriac literature. Indeed, Syriac literature comprises roughly 90% of the extant Aramaic literature.
Old Aramaic was adopted by the Neo-Assyrian Empire (911-605 BC) when they conquered the various Aramean city-kingdoms to its west. The Achaemenid Empire, which rose after the fall of the Assyrian Empire, also adopted Old Aramaic as its official language and Old Aramaic quickly became the lingua franca of the region. During the course of the third and fourth centuries AD, the inhabitants of the region began to embrace Christianity.
Along with Latin and Greek, Syriac became one of ""the three most important Christian languages in the early centuries"" of the Christian Era. From the 1st century AD Syriac became the vehicle of Syriac Christianity and culture, and the liturgical language of the Syriac Orthodox Church and subsequently the Church of the East, along with its descendants: the Chaldean Catholic Church, the Assyrian Church of the East, the Ancient Church of the East, the Saint Thomas Christian Churches, and the Assyrian Pentecostal Church.
Syriac Christianity and language spread throughout Asia as far as the Indian Malabar Coast and Eastern China, and was the medium of communication and cultural dissemination for the later Arabs and, to a lesser extent, the Parthian Empire and Sassanid Empire Persians. Primarily a Christian medium of expression, Syriac had a fundamental cultural and literary influence on the development of Arabic, which largely replaced it towards the 14th century. Syriac remains the liturgical language of Syriac Christianity to this day.
Syriac is a Middle Aramaic language and, as such, a language of the Northwestern branch of the Semitic family. It is written in the Syriac alphabet, a derivation of the Aramaic alphabet."
