title	plot
Texas Chainsaw Massacre: The Beginning 	"In 1939, a woman dies while giving birth in a slaughterhouse, and the manager disposes the baby in a dumpster. A young woman, Luda Mae Hewitt, finds the child while searching for food. She takes him back to the Hewitt residence, names him Thomas, and decides to raise him as her own.
Thirty years later, Thomas works in the same factory in which his real mother died, working for the same man who left him in the dumpster. He is informed that the plant has been shut down by the health department, but refuses to leave until the boss forces his assistant to make him leave. Later, Tommy returns and brutally murders his boss. Before leaving, Tommy finds a chainsaw. Luda Mae's son, Charlie Hewitt, learns from the town's Sheriff what Tommy has done and accompanies him to arrest him. When they find Tommy, Charlie kills the Sheriff and assumes his identity. He takes his body back home and butchers him for stew meat. He informs the rest of the family that they'll never go hungry again.
Two brothers, Eric and Dean, are driving across the country with their girlfriends, Chrissie and Bailey, to enlist in the Vietnam War. At a diner, they meet a female biker named Alex, who later follows them. Dean reveals he's decided not to enlist and burns his draft card, right before Alex draws a shotgun and orders the group to pull over. A chase ensues and the car crashes; Chrissie is thrown from the Jeep and lands in a field out of sight. Hoyt arrives and immediately shoots Alex.
Hoyt finds Dean's burnt draft card and demands to know who it belongs to. To save his brother, Eric claims that it's his. After making them put Alex's body in his car, Hoyt forces the group in as well, and calls for Uncle Monty to tow the wreckage, which Chrissie is hiding in. Hoyt drives them to the Hewitt house and has Tommy butcher Alex's body. He then hangs Eric and Dean up by their arms from rafters in a barn, and ties Bailey under a kitchen table inside the house. Monty brings the wrecked car back to the house, and Chrissie sees her friends from afar. She runs back to the highway to get help and flags down Holden, Alex's boyfriend, who follows her back to the house.
At the house, Hoyt wraps Eric's face with cellophane, slowly suffocating him for trying to dodge the draft. Dean begs him to stop and admits the draft card was his. Hoyt allows Eric to breathe and releases Dean, promising to let them go free if he can do ten push-ups. He does so, but Hoyt beats him with a baton, leaving him incapacitated. When Hoyt leaves, Eric breaks free from his restraints and gets Dean to safety before sneaking into the house to free Bailey. However, Dean is caught in a bear trap and Hoyt knocks Eric unconscious. Bailey escapes in Monty's truck, but Tommy stabs her in the shoulder with a meat hook and drags her back to the house. He carries Eric to the basement, where he sees Alex's mutilated body hanging from the ceiling.
That night, Holden and Chrissie arrive at the house but part ways to search for their friends separately. Chrissie finds Dean, who informs her Eric and Bailey are still inside. Holden encounters Monty and shoots him in the knee before taking Hoyt hostage, and ordering him to take him to ""the girl"". Meanwhile, Chrissie hears Eric screaming and finds the basement door. Hoyt takes Holden to Bailey, incorrectly thinking she is the girl he's looking for. He calls Tommy for help and Chrissie enters the basement unnoticed. Holden prepares to kill Hoyt but Tommy arrives and kills Holden with the chainsaw. Chrissie finds Eric but is unable to free him, and hides when Tommy returns. Tommy inspects Eric's face before impaling him with his chainsaw. He skins Eric's face and wears it as a mask.
Chrissie is about to flee when she hears Bailey's screams and decides to go back and save her. She finds her upstairs but Hoyt catches her and brings her downstairs for dinner, along with Bailey and an unconscious Dean. Leatherface slits Bailey's throat and tries to take Chrissie to the basement, but she stabs him in the back and jumps out of a window.
Dean regains consciousness and beats Hoyt before heading off to find Chrissie. Chrissie enters the slaughter house, and after noticing that Leatherface has tracked her, she grabs a knife and hides. She cuts Leatherface's face when he finds her but he overpowers her. Dean arrives as he is about to kill her, but Leatherface kills him with the chainsaw. Chrissie finds a car and drives off. She sees a state trooper in the distance, but as Chrissie pulls over, Leatherface appears in the back seat and impales her, causing her to lose control and run over both the trooper and the man he pulled over. Leatherface then exits the car and walks along the road back towards the Hewitt house."
There Will Be Blood 	"In 1898, Daniel Plainview, a prospector in New Mexico, mines a potentially precious ore vein from a pit mine hole. In the process of dynamiting the lode, he falls from a broken rung of the tunnel ladder and breaks his leg. He saves a silver sample, climbs out of the mine, and drags himself to the nearest assay office to evaluate his find and receives a silver and gold certificate claim. In 1902, he discovers oil near Los Angeles, California and establishes a small drilling company. Following the death of a worker in an accident, Daniel adopts the man's orphaned son. The boy, named H. W., becomes his nominal ""business partner"", allowing Daniel to paint himself to potential investors as ""a family man"".
In 1911, Daniel is approached by Paul Sunday, who tells him of an oil deposit under his family's property in Little Boston, California. Daniel attempts to buy the farm at a bargain price. However, Eli, Paul's twin brother and pastor of a local church, is aware of his plan. Eli demands $10,000 and states that it is for the church. An agreement is made and Daniel goes on to acquire all the available land in the area, except for one holdout: William Bandy. Oil production begins, but an on-site accident kills a worker and a gas blowout robs H. W. of his hearing. Eli blames the disasters on the well not being properly blessed. When Eli demands the $5,000 Daniel still owes his family, Daniel beats and humiliates him. At the dinner table, Eli berates his father and Paul for trusting Daniel.
A man arrives at Daniel's doorstep, claiming to be his half-brother, Henry. Daniel hires Henry to work for him, and the two grow closer. H. W. sets fire to their house, intending for it to kill Henry. Angered by his son's behavior, Daniel sends him away to a school for the deaf in San Francisco, and leaves him on the train by himself. A representative from Standard Oil offers to buy out Daniel's local interests, but Daniel elects to strike a deal with Union Oil and construct a pipeline to the California coast, though the Bandy ranch remains an impediment.
While reminiscing about his childhood, Daniel becomes suspicious of Henry and one night holds him at gunpoint. Henry confesses that he was a friend of the real Henry, who died from tuberculosis. In a fit of rage, Daniel murders the impostor and buries his body. The next morning, Daniel is awakened by Mr. Bandy, who knows of the previous night's events and wants Daniel to repent. At the church, as part of Daniel's baptism, Eli humiliates him and coerces him into acknowledging that he is a bad father. When the ordeal is over, Daniel feels that it was worth the embarrassment. Some time later, as the pipeline is well under way, H. W. returns and reunites with Daniel, while Eli leaves town to perform missionary work.
In 1927, a much older H. W. marries Mary Sunday, his childhood sweetheart and Eli and Paul's sister. Daniel, now extremely wealthy but a raging alcoholic, lives as a recluse in a large mansion. Through an interpreter, H. W. asks Daniel to dissolve their partnership so that he can establish his own oil company in Mexico. An offended Daniel mocks H. W.'s deafness and reveals his true origins as an orphan. H. W. leaves, but not before telling Daniel he is grateful for the fact.
Soon after, Eli visits Daniel, who is drunk and passed out in his private bowling alley. Eli, now a radio preacher, offers to sell Daniel the land of William Bandy, who recently died. Daniel agrees on the condition that Eli loudly denounces his faith and his own credibility. Swallowing his pride, Eli reluctantly does so. Daniel reveals that the property is now worthless because he has already drained its oil through surrounding wells. Shaken and desperate, Eli confesses to being in dire financial straits. Daniel taunts Eli and claims that Paul now has his own oil company. Daniel then snaps and begins attacking Eli, and chases him around in the bowling room. Eventually, Daniel kills Eli by smashing his head in with a bowling pin. When Daniel's butler comes down to check on him, Daniel says casually, ""I'm finished."""
Thir13en Ghosts 	"Ghost hunter Cyrus Kriticos (F. Murray Abraham) and his psychic assistant Dennis Rafkin (Matthew Lillard) lead a team on a mission to capture a spirit called the Juggernaut. Several men are killed, including Cyrus. However, the team is able to catch the ghost. Cyrus's nephew Arthur (Tony Shalhoub), a widower, is informed by Cyrus's estate lawyer, Ben Moss (J. R. Bourne), that he has inherited Cyrus' mansion. Financially insecure, Arthur decides to move there with his two children, Kathy (Shannon Elizabeth) and Bobby (Alec Roberts) and their nanny Maggie (Rah Digga).
Posing as a power company inspector, Dennis meets the family and Moss as they tour the mansion. The residence is made entirely of glass sheets inscribed with Latin phrases, which Dennis recognizes as barrier spells. While searching the basement, Dennis is hit by psychic flashes and discovers the twelve angry ghosts he and Cyrus captured are imprisoned in the house, held captive by the spells. As Dennis warns Arthur, Moss slips downstairs and picks up a valise of cash, unwittingly triggering a mechanism that seals the house and releases the ghosts one by one. He dies when a set of sliding doors snaps shut, cutting him in half. Bobby slips away from Kathy and Maggie and enters the basement, where he sees several of the ghosts, including that of the Withered Lover - his mother Jean, who had died of injuries sustained in a house fire - and Cyrus. He is knocked unconscious and dragged away.
Using a pair of spectral glasses that allow the wearer to see into the supernatural realm, Dennis convinces Maggie that the ghosts are real. Dennis discovers that the Jackal, one of the most dangerous of the twelve ghosts, has been released and that the family is now in grave danger. The Jackal attacks Kathy when she and Arthur enter the basement in search of Bobby, but they are saved by Kalina Oretzia (Embeth Davidtz), a spirit liberator who is attempting to free the ghosts. Kathy disappears soon afterward, and the four adults gather in the library, where Arthur learns that Jean's spirit is trapped in the house. Kalina explains that the house is a machine, powered by the captive ghosts, that can allow its user to see the past, present, and future. The only way to shut it down, she says, is through the creation of a thirteenth ghost from a sacrifice of pure love. Arthur realizes that he must become that ghost by dying to save his children.
Armed with a pane of the special glass, Arthur and Dennis enter the basement to find the children. Dennis barricades Arthur into a corner behind the glass and allows two ghosts, the Hammer and the Juggernaut, to beat and kill him as a distraction. Cyrus is revealed to be alive, having faked his death to lure Arthur to the house; Kalina is his secret partner. Cyrus has orchestrated the abduction of Kathy and Bobby so that Arthur will become the thirteenth ghost, which will not stop the machine as Kalina had claimed, but trigger its activation. Cyrus kills Kalina and summons the ghosts to activate the machine.
Arthur arrives at the main hall and witnesses all twelve ghosts orbiting a clockwork device of rotating metal rings, with his children at the center. Discovering Cyrus' true fate, Arthur fights Cyrus while Maggie disrupts the machine's controls. The ghosts hurl Cyrus into the rings, slicing him to pieces. With the encouragement of Dennis' ghost, Arthur jumps into the machine, avoiding the rings and saving his children. The walls of the house shatter as the malfunctioning machine rips itself apart, freeing the ghosts. Dennis smiles at Arthur and departs, and Jean's ghost appears before the family and tells them that she loves them before she and all the other ghosts disappear.
As the family leaves the house, Maggie exclaims that she is quitting."
The Third Wheel 	"Ted calls Barney from the bathroom in MacLaren's to explain that he is about to ""go for the belt"", which Barney cannot believe. Half an hour previously we see Barney and Marshall playing tennis on the Nintendo Wii and Ted, 'suited up' and about to leave, tries to get them to come with him. Engrossed in their game, Barney and Marshall say they will follow shortly.
Robin and Lily are also dressed up; Lily explains she got the boots Robin is wearing in a shoe sale ""footwear feeding frenzy"", but after asking if the boots are a bit high for her dress, Robin explains her new 'no shave' policy, which Barney ridicules. Ted calls Barney from the bar, but the guys can't make it down due to their tennis tournament. Ted then runs into Trudy from ""The Pineapple Incident"" and, while chatting, Trudy's competitive sorority sister Rachel appears and joins in.
Ted calls Barney again to explain the situation that's arising and to ask which girl he should go for. Lily takes Barney's phone and tells Ted she will come down to see and let him know, but when she arrives she says that both are giving him the green light. Meanwhile, Robin is on a date with a British surgeon and flirting to comical proportions, but then she calls Lily and tells her to bring a razor, as she is about to break her 'no shave' policy.
Rachel and Trudy insinuate to Ted about their plans for a threesome (or as Ted puts it, ""tricycle"") and Ted explains to Lily and Marshall about the ongoing competition between himself and Barney for 'the belt', a replica wrestling belt that Barney bought some time ago, which would be awarded to the first one to pull off 'the tricycle'. Marshall is upset he wasn't included in the tricycle competition and tries to convince everyone he could win, while Rachel, Trudy and Ted decide to head up to the apartment.
Robin calls Lily again to ask for a razor but Lily cannot leave the apartment due to Ted's situation, and so Robin is forced to pay $50 to a waitress at the restaurant to get her a razor from a nearby pharmacy.
Ted tells Barney, Lily & Marshall that he is bringing the girls upstairs, so they hide in Ted's room. Ted goes to hang up the girls' coats but runs into the rest of the gang in his room, where Barney attempts to sabotage Ted's plans and insists that the belt is his birth-right. Barney tells the story of how he almost ""rode the tricycle"" the year before, but a spilled glass of red wine scuppered his chances. As Ted protests about Barney's interference, Lily takes a closer look at the girls and recognises Rachel from the earlier shoe sale incident as the girl who snatched a pair of boots from Lily's grasp.
On Robin's date, the waitress gives Robin a razor but without any shaving cream, and so she is forced to improvise in the bathroom with some ice cream. She slips and knocks herself out on the bathroom floor, leaving her date waiting outside.
As Rachel and Trudy attempt to step things up with Ted, he suffers an attack of nerves and tries to end things abruptly. When he confronts the gang in his bedroom, Barney defends Ted's actions by explaining that this problem is not uncommon and is actually what ended his ""tricycle"" efforts the previous year; the nerves provoked him to deliberately spill the wine and run out.
Seeing the opportunity Ted has, Barney decides to coach him into winning the belt and tells Ted to open proceedings with a foot massage and then use ""the mortality angle"", but by the time he leaves the bedroom the girls appear to be gone. When he hears giggling coming from Lily and Marshall's room, Ted peers in then enters with a smile on his face.
Cutting to the next day in the bar, Barney, Ted, Lily and Marshall are discussing the night, and Barney demands to know what happened. Ted will not divulge any information (even when physically offered the belt), which annoys Barney to no end.
The final scene recaps events at the restaurant the previous night, where Robin's date asks the waitress to check if Robin is still in the bathroom. Peering in to see Robin sprawled, semi-conscious on the floor, she tells him no one is in there and the window is open. Seizing the moment, the waitress then leaves with Robin's date and Robin finally comes out of the bathroom to try and salvage the night, only to note that her head is bleeding, before collapsing again."
Thirteen Conversations About One Thing 	The film is divided into 13 vignettes, each prefaced by an aphorism. Set in New York City, the story revolves around ambitious district attorney Troy, who is stricken with guilt following a hit and run accident in which he injures Beatrice, an idealistic cleaning woman who, forced to reassess her life during her recuperation, finds herself thinking more like her cynical co-worker Dorrie. Midlevel insurance claims manager Gene, unable to cope with his son's downward spiral into drug addiction, is rankled by an unrelentingly cheerful staff member and suffers pangs of regret after firing him without just cause. College physics professor Walker, trying to cope with a midlife crisis, becomes romantically involved with a colleague, an infidelity his wife Patricia is forced to face when his wallet, stolen in a mugging, is mailed to their home and she discovers incriminating evidence inside it.
Thomas and the Magic Railroad 	"Sir Topham Hatt is on holiday, leaving Mr. Conductor in charge. Meanwhile, while talking at Killaban, Thomas and Gordon encounter an evil diesel named Diesel 10. Meanwhile, in Shining Time, Mr. Conductor has his own problems as his supply of gold dust is running low and not enough to allow him to travel back from Sodor.
Later that day, while Thomas and James are at Tidmouth Sheds, Diesel 10 arrives and announces his evil plan to get rid of the steam engines on Sodor; Thomas leaves to collect Mr. Conductor. The 'lost engine', named Lady, is hidden in a workshop on Muffle Mountain. Burnett Stone has kept her hidden after Diesel 10's last attempt to destroy her. Despite having rebuilt Lady, Burnett is unable to steam her despite using different types of coal. At night, Diesel 10 attacks the shed where the steam engines are sleeping, but Mr. Conductor repels him with sugar after his gold dust fails him and Diesel 10 quickly retreats.
While talking at Knapford, Percy and Thomas conclude that there is a secret railway between Sodor and Shining Time. Diesel 10 overhears them and goes to the Sodor Ironworks to tell Splatter and Dodge of his plans to destroy the lost engine and the other steam engines on Sodor. Toby rings his bell to distract him, causing Diesel 10 to knock the roof of the shed. Later, Henry has a bad cold, so Thomas collects six special coal trucks for him, but he has five according to Bertie because one rolled through the Magic Buffers.
Lily Stone is being sent from a big city to visit Burnett on Muffle Mountain. While at the railway station, she meets Mutt, who puts her on the Rainbow Sun instead of the right train. On arriving at Shining Time, she meets Junior and Stacy Jones, who takes her to Burnett's house. The next day, Lily meets Patch, who takes her on a horse ride to Shining Time where she meets Junior again. Junior takes her through the Magic Railroad to Sodor where they meet Thomas.
Thomas is not happy to see Junior, but agrees to help Lily and Junior and takes them to the windmill where they find Mr. Conductor. Junior climbs onto one of the windmill sails and ends up being thrown onto Diesel 10's roof; later that night, Percy finds that Splatter and Dodge have located the Sodor entrance to the Magic Railroad and goes to warn Thomas.
Thomas agrees to take Lily home to Shining Time and sets off. While travelling through the Magic Railroad, Thomas discovers the missing coal truck, which he collects and arrives at Muffle Mountain. Lily goes to find Burnett, leaving Thomas stranded on the mountain, but as the wind picks up, Thomas rolls down the mountain and re-enters the Magic Railroad through another secret portal.
Lily finds Burnett in his workshop where he shows her Lady and explains his problem in getting her to steam. Lily suggests using Sodor coal; Patch goes back to retrieve the truck and Burnett uses the coal to fire Lady up. Now able to steam, Burnett, Lily, Patch and Mutt take Lady back along the Magic Railroad, regenerating both Lady and the railroad in the process. Thomas then arrives and the two engines return to Sodor where they meet Mr. Conductor and Junior.
Diesel 10 arrives with Splatter and Dodge, who finally decide to stop helping him. Thomas and Lady, driven by Burnett, flee from Diesel 10, chasing them towards a crumbling viaduct. Thomas and Lady both make it safely across, and as Diesel 10 approaches, he applies his brakes, but it is too late as a bolt of lightning strikes the bridge and he lands into a barge filled with sludge. That evening, Thomas, Lady and Burnett return at the grotto; Lily combines water from a wishing well and shavings from the Magic Railroad to make more gold dust. Junior decides to go to work on Sodor and Mr. Conductor gives him his own cap before sending him to another railway, before leaving himself to welcome Sir Topham Hatt home. Lily, Burnett, Patch and Mutt return to Shining Time, while Thomas happily steams into the sunset."
The Three Burials of Melquiades Estrada 	"Melquiades Estrada [melˈkjaðes esˈtɾaða], a Mexican illegal immigrant working in Texas as a cowboy, shoots at a coyote which is menacing his small flock of goats. A nearby United States Border Patrol officer, Norton, thinks he is being attacked and shoots back, killing Melquiades. Norton quickly buries Melquiades and does not report anything. Melquiades' body is found and is reburied in a local cemetery by the sheriff's office. Evidence that he may have been killed by the U.S. Border Patrol is ignored by the local sheriff, Belmont, who would prefer to avoid trouble with the Border Patrol.
Pete Perkins, a rancher and Melquiades' best friend, finds out from a waitress, Rachel, that the killer was Norton. Perkins kidnaps Norton after tying up his wife, Lou Ann, and forces him to dig up Melquiades' body. Perkins had promised Melquiades that he would bury him in his home town of Jiménez in Mexico if he died in Texas. Perkins undertakes a journey on horseback into Mexico with the body tied to a mule and his captive Norton in tow. It is clear to Sheriff Belmont that Perkins has kidnapped Norton, and so police officers and the Border Patrol begin to search for them. Belmont sees them heading towards the Mexico border, but as he takes aim at Perkins, he can't bring himself to shoot and returns to town, leaving the pursuit to the border patrol.
On their way across the harsh countryside, the pair experience a series of surrealistic encounters. They spend an afternoon with an elderly blind American man (Levon Helm), who listens to Mexican radio for company. The man asks to be shot since there is no one left to take care of him. He does not want to commit suicide because, he argues, doing so would offend God. Perkins refuses as, if he killed the man, he would offend God. Norton attempts to escape and is bitten by a rattlesnake and eventually discovered by a group of illegal immigrants crossing into Texas. Perkins gives one of them a horse as barter payment for guiding them across the river to an herbal healer. She turns out to be a woman whose nose Norton had broken when he punched her in the face a few weeks previously during an arrest. At Perkins's request, she saves Norton's life before exacting her revenge by breaking Norton's nose with a coffee pot.
The captivity, the tiring journey, and the rotting corpse slowly take a profound psychological toll on Norton. At one point the duo encounter a group of Mexican cowboys watching American soap operas on a television hooked up to their pickup truck. The program is the same episode that was airing when Norton had sex with his wife in their trailer earlier in the movie. Norton is visibly shaken and is given half a bottle of liquor by one of the cowboys. Norton's wife is shown as she decides to leave the border town to return to her home town of Cincinnati. She has grown distant from her husband and seems unconcerned about his kidnapping, stating that he is ""beyond redemption.""
Perkins and Norton then arrive at a town that is supposed to be near Jiménez — the town Melquiades Estrada claimed was his home. No one in the town has heard of Jiménez. Perkins has some luck in locating a woman Melquiades indicated was his wife but, when Perkins confronts her, she states that she has never heard of Melquiades Estrada and lives in town with her husband and children. She does visibly react to Estrada's Polaroid photograph Perkins shows her of Melquiades standing behind her and her children, stating that she does ""...not want to get in trouble with her husband."" Perkins continues onward searching for Melquiades' descriptions of a place ""filled with beauty."" Eventually they come upon a ruined house which Perkins feels was the one Melquiades had mentioned. Perkins and Norton repair the walls, construct a new roof and bury Estrada for the third and final time.
Perkins then demands that Norton beg forgiveness for the killing, but Norton responds with obstinacy. Perkins fires several shots from his pistol around Norton until he breaks down and relents, begging forgiveness from Melquiades. Perkins accepts his outpouring of grief and leaves Norton a horse, and in passing calls him ""son."" As Perkins rides away, Norton calls out and asks him if he will be okay, suggesting that Norton may have found the redemption his wife had felt he was incapable of having."
Tigerland 	"It is September 1971 and it is clear that the US is losing the Vietnam War. In the opinion of the average American soldier who came of age during the Peace movement of the 1960s, Vietnam was ""lost a long time ago"". Roland Bozz (Colin Farrell), a draftee who is opposed to the war, is shown to be an unruly soldier with no respect for authority; he disobeys orders and talks back to his superiors. He quickly befriends another recruit, Jim Paxton (Matthew Davis), an aspiring writer who records his experiences in a personal journal. Unlike Bozz, Paxton volunteered for the Army. Upon reaching their post, the company commanding officer Captain Saunders makes it clear that every soldier who passes through Fort Polk and Tigerland will be sent to Vietnam. He also states that any political views on the war are irrelevant at this point.
As the film progresses, another side of Bozz is shown. Having ""x-ray vision for loopholes,"" Bozz finds ways for soldiers to get out of the army — one because he not only has children but also a handicapped wife; another soldier, Miter (Clifton Collins Jr.), who joined to prove his manhood but finds himself way over his head. At one point, another soldier approaches Bozz while on leave and asks for help getting out, saying ""I was told if you don't wanna go to 'Nam, you either pray to Jesus, or go see Roland Bozz."" Bozz also shows his reasoning behind being opposed to the war: his human compassion. Eventually Bozz's natural leadership and ability earns him the title of squad leader (sometimes called acting Jack). Another private, Wilson (Shea Whigham), a racial bigot and instigator, continuously demeans Miter and Bozz. Bozz is the only one that retaliates, which results in a fight between the two. Paxton helps break up the fight and also earns the hatred of Wilson.
Later, while doing live fire exercises, Wilson threatens Bozz with a pistol. Bozz tries to disarm Wilson, and the two wrestle each other to the ground, Wilson getting the upper hand and putting the gun to the back of Bozz's head and pulling the trigger. Miraculously, the gun misfires, saving Bozz's life. The Commanding Officer lets Bozz choose the punishment: have Wilson court-martialed or ""let me deal with him,"" strongly suggesting the latter. Despite the commanding officer strongly pressing to let him deal with it, Bozz says he wants Wilson ""out of the army"" because he recognizes Wilson has taken an emotional beating ever since his inability to command became obvious. Bozz leaves the office saying he wants Wilson out.
The platoon is sent to ""Tigerland"", a forested training area designed as the best possible replica of Vietnam. During an exercise, Bozz's squad acts as villagers in a mock Vietnamese village, with one squad member designated as a ""VC sympathizer"". They compete with another squad charged with rooting out the sympathizer. This other squad is led by Wilson, who was not kicked out of the army after all. As the exercise ends with Bozz's squad ""winning,"" Wilson tells Bozz he will kill him no matter what it takes. Soon thereafter, Bozz is about ready to make an escape to Mexico with the aid of some civilians he has paid. Platoon member Johnson (Russell Richardson) sees him and tells him to stop; Johnson tells him if he runs away, Wilson will go after Paxton instead of Bozz and he will be responsible for his friend's death. The scene ends with Bozz apparently climbing into the van, but the next morning as the platoon falls in, Bozz comes back, acting as if he had merely gone off to urinate.
During the last training exercise, Bozz's squad and Wilson's squad are pitted against each other on patrolling missions. As Wilson's squad prepares for an attack, he replaces his blank cartridges with live ammunition and removes his blank-firing adaptor. As Bozz's squad nears, he opens fire. Though he does not hit anyone, it is obvious he is using live ammunition, and the trainer for the exercise tries to intervene. As he does, Bozz is standing above Paxton and deliberately fires a blank round with his rifle muzzle near Paxton's face, the flash wounding Paxton's eye. The trainer aims a pistol at Wilson's head to get him to hold his weapon up and surrender, telling him he will be court-martialed.
At the end of the film, the entire platoon gets ready to head to Vietnam, except Paxton whose eye injury, though not permanent, has earned him a medical discharge. Bozz and the others board a bus, and he and Paxton exchange farewells through a window. Paxton tells Bozz he is going to write about him, but Bozz says he won't. He has stolen Paxton's journal and rips out pages as the platoon's bus drives off, leaving Paxton scrambling to recover them. Bozz tosses the journal as the bus speeds away.
Paxton then is told that Bozz died in Vietnam but he was never listed, others say he just disappeared, but another soldier calls Paxton and says that he thinks he saw Bozz three years ago in Mexico with a beautiful woman."
The Tigger Movie 	"Tigger searches through the Hundred Acre Wood for somebody to bounce with him, but all of his friends are too busy getting ready for the coming winter. While he searches for a playmate, Tigger accidentally destroys Eeyore's house with a boulder. He later wrecks the complex pulley system that Rabbit has rigged up to remove the boulder and sends his friends flying into a mud puddle. Rabbit is furious at Tigger for destroying his Rock Remover, and the rest of Tigger's friends admit they're not quite as bouncy as he is because they aren't Tiggers. Tigger sadly wanders off on his own, wishing there was somebody else like him.
Roo, who wants to play with Tigger, catches up to him and asks if Tigger has a Tigger family he could bounce with. Tigger is fascinated by the idea and the two go to visit Owl for advice on finding Tigger's family. Owl shows them portraits of his own family and mentions the concept of family trees. Tigger accidentally knocks the portraits over. When he quickly hangs them back up, all of owl's ancestors appear to be perched on a single tree. Tigger concludes that his family tree must be a real tree and he and Roo go searching for it.
After searching the wood without turning up any giant, Tigger-striped trees, Tigger and Roo go back to Tigger's house to search for clues to his family's whereabouts. They find a heart-shaped locket that Tigger hopes will contain a picture of his family, but it is empty. Roo suggests that Tigger try writing a letter to his family, which Tigger does.During this scene, Tigger teaches Roo the awesome Whoop-de-Dooper-Loop-de-Looper-Alley-Ooper Bounce.
When Tigger's letter gets no response, Roo gathers Tigger's friends together to write him a letter. Everyone contributes a bit of friendly advice and they sign it ""your family."" Tigger is overjoyed to receive the letter, but, ""reading between the lines"", misinterprets it and announces that his whole family is coming to visit him tomorrow. Tigger's friends don't have the heart to tell Tigger that the letter is from them, so they disguise themselves as Tiggers and attend his family reunion. Rabbit does not join in, but, rather, berates them for not getting ready for the approaching winter storm and slams off.
Tigger is completely taken in by the costumes until Roo attempts Tigger's complex Whoop-de-Dooper-Loop-de-Looper-Alley-Ooper Bounce, crashes into the closet and knocks his mask off. Believing that his friends are mocking him, Tigger goes out in a fierce snowstorm to search for his family after a final ""TTFE, Ta-ta forever!!""
Tigger's friends form an expedition to find him and convince Rabbit to lead them. They find Tigger sitting in a large tree with patches of snow on the trunk that resemble stripes. Rabbit insists that Tigger come home, but Tigger refuses to leave his ""family tree"" until his Tigger family returns. They argue and Tigger's shouting causes an avalanche. Tigger bounces all of his friends to safety in the tree branches, but is swept away by the snow himself. Roo performs a perfect Whoop-de-Dooper-Loop-de-Looper-Alley-Ooper Bounce and rescues Tigger.
When the avalanche subsides, Tigger realizes he has lost the letter from his family. All his friends each recite their parts of the letter from memory and Tigger finally sees that they are his real family. He throws a new family reunion party with presents for everyone, including a beautiful new home for Eeyore. Roo receives the heart-shaped locket and Christopher Robin takes a picture of Roo, Tigger, and the rest of their family to go in it."
Time Changer 	"Bible professor Russell Carlisle (D. David Morin) confronts and lectures a boy who has stolen marbles from his neighbors, calling his action unjust. The year is 1890 and Carlisle has written a new manuscript entitled The Changing Times, which promotes good morals without discussing Christ. The book is on track to receive a unanimous endorsement from the board of the Grace Bible Seminary. That is, until colleague Dr. Norris Anderson (Gavin MacLeod) objects. Without unanimous endorsement, his book might not do so well. Carlisle and another professor seek a unanimity rule change, but the dean insists that Carlisle discuss the disagreement with Anderson privately.
Dr. Anderson fears that Carlisle's book could harm coming generations, arguing that teaching good moral values without mentioning Christ is wrong. Using a secret time machine, Anderson sends Carlisle over 100 years into the future, offering him a glimpse of where his beliefs will lead.
Arriving in the early 21st century, Carlisle is shocked to find that half of all marriages end in divorce (instead of 5% in 1890), teenagers talk openly about deceiving their parents, movies contain blasphemous language and people who go to church are so bored by the sermons that they need extra activities. He tries to convince a laundromat worker, Eddie Martinez (Paul Rodriguez), to go to church and read the Bible. Two churchgoing men grow suspicious of Carlisle, who acts as if he's seeing everything for the first time. They confront him as he is about to be transported back to the past. As the sky grows thunderous, Carlisle seems delirious as he talks about how the second coming of Christ is drawing near. Carlisle vanishes. The men look at where he vanished and one of the men says with dread, ""I think we just missed the Rapture.""
Carlisle rematerializes in 1890 and excitedly tells Anderson he will revise his book. He gives the thieving boy his own set of marbles and explains that it is Jesus Christ who demands honesty. Anderson tries to learn when the world will come to an end, by trying to send a Bible to the future. The machine won't operate with a target date of 2100, so he tries with progressively earlier decades 2090, 2080 and 2070, which fail. As the film ends, he makes at least two more failed attempts, aiming earlier and earlier, suggesting that either humanity cannot know when the End comes, or that the End will come before the mid-21st century."
